siglum	count	class	match_type	dcs_title	display_title
Prāyaścitta.	1	primary	residue		
TailPrāti.	1	primary	residue		
ManMatho.	1	primary	residue		
Desid.	1	structural			
BuddhāC.	1	primary	residue		
TatvPrakā.	1	primary	residue		
BāVi.	1	primary	residue		
Praṣā.	1	primary	residue		
VaśvaPra.	1	primary	residue		
CāturDa.	1	primary	residue		
Rādhikā.	1	primary	residue		
GuruCaudr.	1	primary	residue		
TālpaṬ.	1	primary	residue		
Manva.	1	primary	residue		
MahāvīŚt.	1	primary	residue		
Govindasvāmin.	1	primary	residue		
LaCancdr.	1	primary	residue		
Sneh.	1	primary	residue		
Kiranā.	1	primary	residue		
PadārthTaNi.	1	primary	residue		
NyayK.	1	primary	residue		
VedāutRaMañ.	1	primary	residue		
ŚāraṅgaPa.	1	primary	residue		
NāmŚīl.	1	primary	residue		
Uṇādi.	1	primary	residue		
Gūrjaras.	1	primary	residue		
PāṇīŚi.	1	primary	residue		
JaīnaPa.	1	primary	residue		
ChāndraVṛ.	1	primary	residue		
MaYānSū.	1	primary	residue		
Bhāsvatī.	1	primary	residue		
PratāYaBhā.	1	primary	residue		
Perf.	1	primary	residue		
SidddhaHe.	1	primary	residue		
Śākāṭā.	1	primary	residue		
SrīkarBh.	1	primary	residue		
TAPS.	1	primary	residue		
Daśapādi.	1	primary	residue		
Vīrabhā.	1	primary	residue		
GauDS.	1	primary	residue		
HariVa.	1	primary	residue		
ŚīvLī.	1	primary	residue		
SṛṅgāVaiTa.	1	primary	residue		
Nyāyka.	1	primary	residue		
SāṃkhyaPraSñ.	1	primary	residue		
NighaṇṭuPrakāśa.	1	primary	residue		
VeṇīSāṃ.	1	primary	residue		
KuU.	1	primary	residue		
PaūcaPā.	1	primary	residue		
GuruCandra.	1	primary	residue		
KavyālāṅSāSaṃ.	1	primary	residue		
TaitvPradī.	1	primary	residue		
YuddhiVi.	1	primary	residue		
DṛṣṭāKaŚa.	1	primary	residue		
ProboSu.	1	primary	residue		
BṛKathaMañ.	1	primary	residue		
SevyaŚev.	1	primary	residue		
TāttvPradi.	1	primary	residue		
PodmP.	1	primary	residue		
NyāyMāvi.	1	primary	residue		
PrahaCin.	1	primary	residue		
YatindrDī.	1	primary	residue		
TātpVṛ.	1	primary	residue		
PūrvottVāNaMā.	1	primary	residue		
SmṛtiCau.	1	primary	residue		
Sāṃ.	1	primary	residue		
ŚaṅkarKā.	1	primary	residue		
ŚāṃkhyaKāBh.	1	primary	residue		
ŚāiC.	1	primary	residue		
BrabmāṇḍP.	1	primary	residue		
VarīvaRaha.	1	primary	residue		
PañDa.	1	primary	residue		
Kappiṇā.	1	primary	residue		
SiddhāKan.	1	primary	residue		
AnekaTi.	1	primary	residue		
AnekaK.	1	primary	residue		
ParyRaMā.	1	primary	residue		
VakreJī.	1	primary	residue		
ĪśānŚi.	1	primary	residue		
Kataka.	1	primary	residue		
SuśrnS.	1	primary	residue		
PariPār.	1	primary	residue		
ṚPrā.	1	primary	residue		
Chand.	1	primary	residue		
ChandaSū.	1	primary	residue		
GaṇīNā.	1	primary	residue		
Grass.	1	primary	residue		
ŚaṃkaDigVi.	1	primary	residue		
AbhiSaAlaṅĀ.	1	primary	residue		
BandhŚS.	1	primary	residue		
VibraVi.	1	primary	residue		
HatPra.	1	primary	residue		
SamaraSaṃ.	1	primary	residue		
MoharāPa.	1	primary	residue		
TriPuDi.	1	primary	residue		
AbhiMañ.	1	primary	residue		
AlaṃkāSa.	1	primary	residue		
Mānāso.	1	primary	residue		
ViṣṇuPādaSt.	1	primary	residue		
Kāda.	1	primary	residue		
SarvaVedāSaṃ.	1	primary	residue		
ManuBhāvCan.	1	primary	residue		
RasRas.	1	primary	residue		
Rabbā.	1	primary	residue		
BhāBhāDī.	1	primary	residue		
SiddbāLeSaṃ.	1	primary	residue		
TaiUBr.	1	primary	residue		
SaṅgīMa.	1	primary	residue		
AVParī.	1	primary	residue		
LioṅgaP.	1	primary	residue		
BṛParāSaṃ.	1	primary	residue		
Geld.	1	primary	residue		
Ety.	1	primary	residue		
Dīpaka.	1	primary	residue		
KanṣīBr.	1	primary	residue		
LatyāŚS.	1	primary	residue		
BallāŚ.	1	primary	residue		
VaṃśaBr.	1	primary	residue		
KalāVī.	1	primary	residue		
MahṅvīC.	1	primary	residue		
Hitoppa.	1	primary	residue		
SaṃhiUBh.	1	primary	residue		
MudriKuC.	1	primary	residue		
KathāL.	1	primary	residue		
TāiBr.	1	primary	residue		
SaṅkaVi.	1	primary	residue		
GuhyaKālīU.	1	primary	residue		
PṛaśnaU.	1	primary	residue		
Nāray.	1	primary	residue		
Upaskāra.	1	primary	residue		
PaPā.	1	primary	residue		
ŚrikaC.	1	primary	residue		
ĀnekāSaṃ.	1	primary	residue		
AnokāSa.	1	primary	residue		
POR.	1	primary	residue		
Viśva.	1	primary	residue		
BṛĀraCBh.	1	primary	residue		
BhārBhāDiū.	1	primary	residue		
DvyaśraKā.	1	primary	residue		
Kapū.	1	primary	residue		
NītiPr.	1	primary	residue		
KāthUBh.	1	primary	residue		
Dāyabhāga.	1	primary	residue		
StānṬ.	1	primary	residue		
PārvC.	1	primary	residue		
KumDeC.	1	primary	residue		
SarvaVeSiSāSaṃ.	1	primary	residue		
RāmBāṇSta.	1	primary	residue		
KalyāMaSto.	1	primary	residue		
VarāṇgaC.	1	primary	residue		
VidvaMuMa.	1	primary	residue		
VetāPāñ.	1	primary	residue		
TīkāSe.	1	primary	residue		
TātptṬ.	1	primary	residue		
SanSu.	1	primary	residue		
RENOU.	1	secondary			Renou (grammar/philology)
PraboSū.	1	primary	residue		
ChāndoUBṛ.	1	primary	residue		
Mālvikā.	1	primary	residue		
ŚuklaYV.	1	primary	residue		
Linn.	1	primary	residue		
KumārSaṃ.	1	primary	residue		
SamarāŚū.	1	primary	residue		
MṛgndraT.	1	primary	residue		
Kaṇthā.	1	primary	residue		
MantrBṛ.	1	primary	residue		
KarPūC.	1	primary	residue		
JānaPari.	1	primary	residue		
SārāV.	1	primary	residue		
Khyā.	1	primary	residue		
VedāntKe.	1	primary	residue		
Amṛto.	1	primary	residue		
JātaPari.	1	primary	residue		
RaubiC.	1	primary	residue		
MahNīrvāT.	1	primary	residue		
PrākaPañ.	1	primary	residue		
SpoṭSi.	1	primary	residue		
IśānSiPa.	1	primary	residue		
PrabaKa.	1	primary	residue		
Astrono.	1	primary	residue		
ŚarvaDaKau.	1	primary	residue		
SāmkhyaPraBh.	1	primary	residue		
PramāVārSvoVṛ.	1	primary	residue		
BhātṭDī.	1	primary	residue		
Nyāyasūtravṛtti.	1	primary	residue		
VyavaNī.	1	primary	residue		
VitaRā.	1	primary	residue		
DaivaVya.	1	primary	residue		
AlamkāŚe.	1	primary	residue		
Sāhi.	1	primary	residue		
KhandanKhā.	1	primary	residue		
Imp.	1	primary	residue		
Vyūha.	1	primary	residue		
Vārānaśī.	1	primary	residue		
ŚlvLī.	1	primary	residue		
SubhāŚ.	1	primary	residue		
NītlSā.	1	primary	residue		
Sutrath.	1	primary	residue		
GoKa.	1	primary	residue		
AvaLo.	1	primary	residue		
KaṃsaVa.	1	primary	residue		
PādmP.	1	primary	residue		
PrdmP.	1	primary	residue		
ŚātiC.	1	primary	residue		
PañRā.	1	primary	residue		
KavyaKaVṛ.	1	primary	residue		
Tārikā.	1	primary	residue		
Caṃ.	1	primary	residue		
Śṛṅgā.	1	primary	residue		
KOSE.	1	primary	residue		
AbirbuS.	1	primary	residue		
JayaS.	1	primary	residue		
NS.	1	primary	residue		
NītyāṢoḍa.	1	primary	residue		
Per.	1	primary	residue		
Kālacakra.	1	primary	residue		
ĀraUBhāVā.	1	primary	residue		
SaṅkaKāBh.	1	primary	residue		
VājA.	1	primary	residue		
RājaNi.	1	primary	residue		
KāvyālaṅSu.	1	primary	residue		
AiBr.	1	primary	residue		
Kuvala.	1	primary	residue		
JñanDī.	1	primary	residue		
AlaṅkāSar.	1	primary	residue		
MaGaṇaSt.	1	primary	residue		
PūrvottaVā.	1	primary	residue		
NighPra.	1	primary	residue		
DīpKā.	1	primary	residue		
ŚyāmaDaṇ.	1	primary	residue		
MuA.	1	primary	residue		
Saṃkṣe.	1	primary	residue		
SarvaVeŚāSaṃ.	1	primary	residue		
ViveCu.	1	primary	residue		
BrahmŚi.	1	primary	residue		
VedāñtSiSūMañ.	1	primary	residue		
BhamiVi.	1	primary	residue		
BṛĀraUBhVār.	1	primary	residue		
Vidanmo.	1	primary	residue		
AdyaiSi.	1	primary	residue		
Śaṃ.	1	primary	residue		
Daiva.	1	primary	residue		
UttarāC.	1	primary	residue		
NyaySu.	1	primary	residue		
Tārā.	1	primary	residue		
ViT.	1	primary	residue		
ĀdvaiSi.	1	primary	residue		
VīveCū.	1	primary	residue		
GurnCandr.	1	primary	residue		
SamviSi.	1	primary	residue		
KatyŚS.	1	primary	residue		
SiddhāTaVf.	1	primary	residue		
ParaŚuKS.	1	primary	residue		
SoḍhalaNi.	1	primary	residue		
VākyPa.	1	primary	residue		
ChāgaU.	1	primary	residue		
Dhark.	1	primary	residue		
AmaŚa.	1	primary	residue		
RatnaCūk.	1	primary	residue		
Vaīja.	1	primary	residue		
ŚāntiŚa.	1	primary	residue		
ParyāSaRa.	1	primary	residue		
ŚṛngāMañ.	1	primary	residue		
KūrmāP.	1	primary	residue		
Śārā.	1	primary	residue		
ṢaḍviBṛ.	1	primary	residue		
RājaMā.	1	primary	residue		
ŚāṅkhāĀr.	1	primary	residue		
Bodhinī.	1	primary	residue		
CaṇḍiŚ.	1	primary	residue		
MādhavāA.	1	primary	residue		
TaṅtrSā.	1	primary	residue		
SundŚ.	1	primary	residue		
ŚārāTi.	1	primary	residue		
DeviMā.	1	primary	residue		
VyaktiVī.	1	primary	residue		
SubhāṢi.	1	primary	residue		
MahāNā.	1	primary	residue		
KūṭṭMa.	1	primary	residue		
PuṣpaBāVi.	1	primary	residue		
ŚṛṅgaTi.	1	primary	residue		
Ragunā.	1	primary	residue		
RatRaha.	1	primary	residue		
RrtiRaha.	1	primary	residue		
Go.	1	primary	residue		
Rāghava.	1	primary	residue		
SundarŚ.	1	primary	residue		
BhallāC.	1	primary	residue		
ŚāṅkhāSS.	1	primary	residue		
Bārhaspa.	1	primary	residue		
VedāntPa.	1	primary	residue		
ṢaḍdaSa.	1	primary	residue		
Upāsk.	1	primary	residue		
ĀdīP.	1	primary	residue		
VāvuP.	1	primary	residue		
KāsyaS.	1	primary	residue		
BṛĀṛaUBhVā.	1	primary	residue		
BhaGī.	1	primary	residue		
DavīBhāP.	1	primary	residue		
Tantrākyā.	1	primary	residue		
CiaraS.	1	primary	residue		
LomaŚi.	1	primary	residue		
ŚlokaVar.	1	primary	residue		
PrithvīVi.	1	primary	residue		
BaudhS.	1	primary	residue		
AlaṃkāŚe.	1	primary	residue		
BrāhmSphSi.	1	primary	residue		
KāṭanVṛ.	1	primary	residue		
CāndṛaVṛ.	1	primary	residue		
Vajjracchedikā.	1	primary	residue		
ŚivārkaMa.	1	primary	residue		
Vajracchedikā.	1	primary	residue		
BṛhmāṇḍP.	1	primary	residue		
Spru.	1	primary	residue		
W.	1	structural			
NyāyŚiA.	1	primary	residue		
ŚatTrāyī.	1	primary	residue		
BrahmaSphuSi.	1	primary	residue		
MukaPañ.	1	primary	residue		
SamarāSā.	1	primary	residue		
PrabhaC.	1	primary	residue		
BhartṛNī.	1	primary	residue		
GaṅgāVa.	1	primary	residue		
VedāntKaTa.	1	primary	residue		
GaturCin.	1	primary	residue		
ŚantiŚi.	1	primary	residue		
SūktiRaHā.	1	primary	residue		
ŚṛṅgāDi.	1	primary	residue		
XVII.	1	structural			
BheDhi.	1	primary	residue		
AB.	1	primary	residue		
MaṅāBh.	1	primary	residue		
NyāyVārPāri.	1	primary	residue		
NārāP.	1	primary	residue		
ParyāŚaRā.	1	primary	residue		
SiddāTaVi.	1	primary	residue		
UdaySuKā.	1	primary	residue		
Yog.	1	primary	residue		
Pradīpa.	1	primary	residue		
ŚastraDī.	1	primary	residue		
DeviBhā.	1	primary	residue		
SarVeSāSaṃ.	1	primary	residue		
CaitaC.	1	primary	residue		
BrahmSūBha.	1	primary	residue		
ŚālīC.	1	primary	residue		
BhaktiSu.	1	primary	residue		
YogsūVṛ.	1	primary	residue		
ŚyādvāMañ.	1	primary	residue		
SāṃkyaKāBh.	1	primary	residue		
JñānBiPraka.	1	primary	residue		
XP.	1	primary	residue		
ŚrūtaPra.	1	primary	residue		
ChandaŚCū.	1	primary	residue		
Bhaṭṭ.	1	primary	residue		
GuntDS.	1	primary	residue		
Caus.	1	structural			
KāhViT.	1	primary	residue		
Campā.	1	primary	residue		
JaīmiBr.	1	primary	residue		
KatanVṛ.	1	primary	residue		
RasiJi.	1	primary	residue		
ŚśuVa.	1	primary	residue		
Aṣṭā.	1	primary	residue		
ŚabbaRa.	1	primary	residue		
Satya.	1	primary	residue		
Jāta.	1	primary	residue		
Kumā.	1	primary	residue		
Bodhi.	1	primary	residue		
CaPañ.	1	primary	residue		
Vāja.	1	primary	residue		
VājaṢ.	1	primary	residue		
AgniVeGS.	1	primary	residue		
SiddhāTaVī.	1	primary	residue		
Kārṇḍavyūha.	1	primary	residue		
AbhisaAlaṃ.	1	primary	residue		
SātvaṬ.	1	primary	residue		
Śuklayajuḥsarvānukramaṇikā.	1	primary	residue		
JaiminīyārṣeyaBr.	1	primary	residue		
KāśīPañ.	1	primary	residue		
Accs.	1	primary	residue		
NĪtiMā.	1	primary	residue		
DePra.	1	primary	residue		
Bhallaś.	1	primary	residue		
Ac.	1	primary	residue		
BṛKáthāK.	1	primary	residue		
ŚṛṅgārSar.	1	primary	residue		
Kalyā.	1	primary	residue		
PādmaS.	1	primary	residue		
Vyavahāraprakāśa.	1	primary	residue		
AnekāSā.	1	primary	residue		
NānānthāSaṃ.	1	primary	residue		
AbhīdhāCin.	1	primary	residue		
DaśabhūmikāSūtra.	1	primary	residue		
Dūtāṅga.	1	primary	residue		
BodhiC.	1	primary	residue		
BhasmaJāU.	1	primary	residue		
HarṣsaC.	1	primary	residue		
ŚvetāSUBh.	1	primary	residue		
BhavṛU.	1	primary	residue		
SarvaDaSam.	1	primary	residue		
SaddhaPuṇḍ.	1	primary	residue		
VodāntKa.	1	primary	residue		
BrahSūBh.	1	primary	residue		
TBr.	1	primary	residue		
ŚyāmU.	1	primary	residue		
VīraSt.	1	primary	residue		
DaśsāvaC.	1	primary	residue		
MātaṅgaL.	1	primary	residue		
YogRāU.	1	primary	residue		
SūMañ.	1	primary	residue		
GaniSāSaṃ.	1	primary	residue		
ŚāS.	1	primary	residue		
BhagP.	1	primary	residue		
MudgaU.	1	primary	residue		
Syādvā.	1	primary	residue		
Padakaumudī.	1	primary	residue		
Anukramaṇikā.	1	primary	residue		
GLOTTA.	1	primary	residue		
DMGM.	1	primary	residue		
CSS.	1	primary	residue		
YajñopavītaBr.	1	primary	residue		
WIS.	1	primary	residue		
Kārikā.	1	primary	residue		
Sk.	1	primary	residue		
ṚṭuSaṃ.	1	primary	residue		
Kdh.	1	structural			
MyūMāli.	1	primary	residue		
Daśapādyuṇādi.	1	primary	residue		
GaṇPa.	1	primary	residue		
BÓHTLINGK.	1	primary	residue		
TilaMāñ.	1	primary	residue		
JBRAS.	1	primary	residue		
Bhikṣuṇīkarmavācanā.	1	primary	residue		
Prajñāpāramitā.	1	primary	residue		
BhālamBha.	1	primary	residue		
VvutpaVā.	1	primary	residue		
LikhitaDS.	1	primary	residue		
NvāySu.	1	primary	residue		
JñanBiPra.	1	primary	residue		
PuarvottaVāNaMā.	1	primary	residue		
BṛPanāSm.	1	primary	residue		
KonUBh.	1	primary	residue		
GaṅGa.	1	primary	residue		
HārīSm.	1	primary	residue		
VedānstSā.	1	primary	residue		
BṛKāthāK.	1	primary	residue		
MahNirvāvāT.	1	primary	residue		
Brahmā.	1	primary	residue		
ParīTri.	1	primary	residue		
SarvasāU.	1	primary	residue		
AbhidhāCiu.	1	primary	residue		
ĀdhP.	1	primary	residue		
SathānṬ.	1	primary	residue		
ArdhaNāSt.	1	primary	residue		
LalitāPañ.	1	primary	residue		
GaṇiSāSam.	1	primary	residue		
GaṇaP.	1	primary	residue		
BrahmSūBa.	1	primary	residue		
Dṛ.	1	primary	residue		
MahāVya.	1	primary	residue		
PāiśvC.	1	primary	residue		
YaśasCadm.	1	primary	residue		
SrikṣāSa.	1	primary	residue		
GirahaGa.	1	primary	residue		
APiāti.	1	primary	residue		
KaśaKaTa.	1	primary	residue		
BhāktiRa.	1	primary	residue		
GaṇeBhu.	1	primary	residue		
IIr.	1	primary	residue		
ViśvāPra.	1	primary	residue		
KuṭtaMa.	1	primary	residue		
VedāntaRaMañ.	1	primary	residue		
Prarā.	1	primary	residue		
LexiconsAmaK.	1	primary	residue		
KumāSāṃ.	1	primary	residue		
YaśasCan.	1	primary	residue		
TarkSame.	1	primary	residue		
IṣṭSi.	1	primary	residue		
SpheṭSi.	1	primary	residue		
Pṛthvīvi.	1	primary	residue		
MaṇḍUBh.	1	primary	residue		
KauṣīBī.	1	primary	residue		
MaiSi.	1	primary	residue		
TantrRāha.	1	primary	residue		
KasthāSaSāg.	1	primary	residue		
HarSaC.	1	primary	residue		
MahāVyū.	1	primary	residue		
MSS.	1	primary	residue		
KaśKuC.	1	primary	residue		
BrahmāṇiḍP.	1	primary	residue		
RāmāSāSt.	1	primary	residue		
ŚṛṅgāKaTri.	1	primary	residue		
NāhārthāSaṃ.	1	primary	residue		
DānLīKā.	1	primary	residue		
ŚivārkaMadī.	1	primary	residue		
SamanāSū.	1	primary	residue		
KavyMī.	1	primary	residue		
VīrāMī.	1	primary	residue		
Kapphiṃā.	1	primary	residue		
JātaPrā.	1	primary	residue		
ŪruBh.	1	primary	residue		
JāineVyā.	1	primary	residue		
BhāṭtCin.	1	primary	residue		
KauṣlBr.	1	primary	residue		
KapiKas.	1	primary	residue		
MāSt.	1	primary	residue		
ŚivaKePāSi.	1	primary	residue		
DLJP.	1	primary	residue		
LatitāTriBh.	1	primary	residue		
WS.	1	primary	residue		
RājTā.	1	primary	residue		
KatlāK.	1	primary	residue		
KāvyālaṅSāSāṃ.	1	primary	residue		
UpadeŚa.	1	primary	residue		
ṬīkāSa.	1	primary	residue		
SmṛCan.	1	primary	residue		
MūU.	1	primary	residue		
MatysaP.	1	primary	residue		
KaŚ.	1	primary	residue		
BṛJāhāU.	1	primary	residue		
BṛKathāMāñ.	1	primary	residue		
KatṇaSu.	1	primary	residue		
LāṅkāSū.	1	primary	residue		
Ī.	1	structural			
ŚābhBh.	1	primary	residue		
PrahāvC.	1	primary	residue		
NityāŚeḍa.	1	primary	residue		
SumukhU.	1	primary	residue		
ŚanekaDigVi.	1	primary	residue		
SaṃṣeŚā.	1	primary	residue		
ŚutraPra.	1	primary	residue		
ParaMāKā.	1	primary	residue		
ŚiśVa.	1	primary	residue		
NītlVā.	1	primary	residue		
LakṣnīT.	1	primary	residue		
BrahmSūBl.	1	primary	residue		
YatīndraLi.	1	primary	residue		
MaYánaSū.	1	primary	residue		
SaṅkārKāBh.	1	primary	residue		
KeC.	1	primary	residue		
BrahnSūBh.	1	primary	residue		
ṬantrRā.	1	primary	residue		
KāvyPradī.	1	primary	residue		
Rāṣtrau.	1	primary	residue		
ŚāṭyāyanīU.	1	primary	residue		
LaŚubdeŚe.	1	primary	residue		
KāṭhŚṛU.	1	primary	residue		
BS.	1	primary	residue		
SuvṛṬi.	1	primary	residue		
Ttp.	1	primary	residue		
ŚiddhāKau.	1	primary	residue		
BālRa.	1	primary	residue		
AbhisaAlaṅA.	1	primary	residue		
Naiṣka.	1	primary	residue		
SūktiR.	1	primary	residue		
Sternbach.	1	primary	residue		
Vyavabāra.	1	primary	residue		
AryaŚāS.	1	primary	residue		
NaiṣakaSi.	1	primary	residue		
DaU.	1	primary	residue		
AhidhKoBh.	1	primary	residue		
YogŚa.	1	primary	residue		
DuṇḍaVi.	1	primary	residue		
GovindĀ.	1	primary	residue		
Natābhyu.	1	primary	residue		
Jaina.	1	primary	residue		
RasūSu.	1	primary	residue		
VaSū.	1	primary	residue		
PuṣkS.	1	primary	residue		
Puruṣ.	1	primary	residue		
ŚāṅC.	1	primary	residue		
ParaBrahmU.	1	primary	residue		
ParāmāKā.	1	primary	residue		
ŚāṭyāyaniBr.	1	primary	residue		
Suhbāṣi.	1	primary	residue		
AVŚāntikalpa.	1	primary	residue		
AmṛL.	1	primary	residue		
ParīPar.	1	primary	residue		
Cā.	1	primary	residue		
ŚivārkaMalī.	1	primary	residue		
Bhān.	1	primary	residue		
BORI.	1	primary	residue		
JnānDī.	1	primary	residue		
Atharvaprāyaścittāni.	1	primary	residue		
RāmāMāñ.	1	primary	residue		
NīrṇaSi.	1	primary	residue		
ŚantiŚ.	1	primary	residue		
Āhuika.	1	primary	residue		
HaṃsPaU.	1	primary	residue		
CP.	1	primary	residue		
BaPāC.	1	primary	residue		
VVRI.	1	primary	residue		
SiśuVa.	1	primary	residue		
MaYānaSu.	1	primary	residue		
PiṇḍaPitṛBr.	1	primary	residue		
KuṇdiU.	1	primary	residue		
PṛĀraUBh.	1	primary	residue		
HammīMaKa.	1	primary	residue		
SaṃkhyaTaKau.	1	primary	residue		
PraśuaUBh.	1	primary	residue		
YuktiSnehā.	1	primary	residue		
Bhāvārtha.	1	primary	residue		
Strotrā.	1	primary	residue		
NārāSm.	1	primary	residue		
ManyaVi.	1	primary	residue		
ŚverāUBh.	1	primary	residue		
TanttvVai.	1	primary	residue		
VaivāBhū.	1	primary	residue		
MayūMāti.	1	primary	residue		
Khil.	1	primary	residue		
NaiṣkaṢi.	1	primary	residue		
ŚivārMaDī.	1	primary	residue		
SarvānukramaSū.	1	primary	residue		
SadohaPuṇ.	1	primary	residue		
VāsaDā.	1	primary	residue		
VaiyūBhū.	1	primary	residue		
VyakiVi.	1	primary	residue		
Hastvāyur.	1	primary	residue		
HātLa.	1	primary	residue		
Śāṅ.	1	primary	residue		
SuhāU.	1	primary	residue		
JāṭaMā.	1	primary	residue		
VāsāDa.	1	primary	residue		
NyāvKa.	1	primary	residue		
JRAS.	1	primary	residue		
PratyābhiVi.	1	primary	residue		
PāṇḍāC.	1	primary	residue		
VṛParāSm.	1	primary	residue		
IśāU.	1	primary	residue		
HirVi.	1	primary	residue		
MataKeC.	1	primary	residue		
ṢaḍḍarSa.	1	primary	residue		
AnckāTi.	1	primary	residue		
Jayama.	1	primary	residue		
PrakāVi.	1	primary	residue		
MāhāU.	1	primary	residue		
SaṭCakraNi.	1	primary	residue		
ManyaMu.	1	primary	residue		
Rāsā.	1	primary	residue		
PāṇḍDi.	1	primary	residue		
TripuDi.	1	primary	residue		
YogaŪ.	1	primary	residue		
GaṇḍKā.	1	primary	residue		
DhaṇḍaVi.	1	primary	residue		
SumantuDS.	1	primary	residue		
TārtkiRa.	1	primary	residue		
ŚrukraNī.	1	primary	residue		
VyāvaMa.	1	primary	residue		
TattvPraDī.	1	primary	residue		
BauchŚS.	1	primary	residue		
RāmaBhuSt.	1	primary	residue		
RasGane.	1	primary	residue		
GītiŚ.	1	primary	residue		
BhāllaŚ.	1	primary	residue		
PramāVar.	1	primary	residue		
MabāBhā.	1	primary	residue		
ŚākaṭāVya.	1	primary	residue		
SāmaViBṛ.	1	primary	residue		
ArthSā.	1	primary	residue		
VaṭnU.	1	primary	residue		
KauŚiSū.	1	primary	residue		
ĀryāSaśa.	1	primary	residue		
BalāC.	1	primary	residue		
SarvaVeSāSāṃ.	1	primary	residue		
MāthVṛ.	1	primary	residue		
NyāvBh.	1	primary	residue		
CaṇRa.	1	primary	residue		
BāudhŚS.	1	primary	residue		
KutṭaMa.	1	primary	residue		
MadaPāNī.	1	primary	residue		
Praśasti.	1	primary	residue		
SāṃkyaTaPra.	1	primary	residue		
ŚṛṅgāTī.	1	primary	residue		
BṛkAthāŚloSaṃ.	1	primary	residue		
KaudaCū.	1	primary	residue		
Naigeyānukramaṇi.	1	primary	residue		
BhāSk.	1	primary	residue		
NityāSoḍa.	1	primary	residue		
VānāŚS.	1	primary	residue		
SimihāDvā.	1	primary	residue		
ŚatŚio.	1	primary	residue		
ViayāBhū.	1	primary	residue		
KāmuSū.	1	primary	residue		
AlāṅkāKau.	1	primary	residue		
AbhidhāCia.	1	primary	residue		
GopāKeCau.	1	primary	residue		
GobhiS.	1	primary	residue		
AnpaSūṬ.	1	primary	residue		
ValktāŚS.	1	primary	residue		
Vedāntdī.	1	primary	residue		
SāmekhyaPraBh.	1	primary	residue		
NānārthSame.	1	primary	residue		
PānśvC.	1	primary	residue		
BālaKrā.	1	primary	residue		
ŚaśuVa.	1	primary	residue		
Harvi.	1	primary	residue		
RāmāCin.	1	primary	residue		
Dhvanyuā.	1	primary	residue		
SubhaDhā.	1	primary	residue		
SāhiDā.	1	primary	residue		
Paras.	1	primary	residue		
Godāvarī.	1	primary	residue		
Vākyap.	1	primary	residue		
TripaMāPūSt.	1	primary	residue		
RājRa.	1	primary	residue		
LaṅgaP.	1	primary	residue		
LiṅgU.	1	primary	residue		
SkndP.	1	primary	residue		
ŚivāP.	1	primary	residue		
GopiU.	1	primary	residue		
KāmakaVi.	1	primary	residue		
BharamDū.	1	primary	residue		
VarkroJī.	1	primary	residue		
TilaMant.	1	primary	residue		
PratāYāBhaū.	1	primary	residue		
HammīMakā.	1	primary	residue		
BāiRā.	1	primary	residue		
Rukmiha.	1	primary	residue		
Sāhida.	1	primary	residue		
Acyutanā.	1	primary	residue		
NilāVi.	1	primary	residue		
MaSt.	1	primary	residue		
RājTas.	1	primary	residue		
LalitrāTriBh.	1	primary	residue		
Rāṣṭru.	1	primary	residue		
DharmePra.	1	primary	residue		
PuraNā.	1	primary	residue		
MīnāPañ.	1	primary	residue		
PrakraKau.	1	primary	residue		
RāNīRa.	1	primary	residue		
ŚiśaVa.	1	primary	residue		
SamārāSū.	1	primary	residue		
RājNīRā.	1	primary	residue		
MavastuAva.	1	primary	residue		
KāvyālaṃSāSaṃ.	1	primary	residue		
PrabaCm.	1	primary	residue		
BhāktiRaSi.	1	primary	residue		
Sāv.	1	primary	residue		
PāriHa.	1	primary	residue		
HeituBiṬ.	1	primary	residue		
JavāS.	1	primary	residue		
KātānVṛ.	1	primary	residue		
Prasāi.	1	primary	residue		
PrakriKan.	1	primary	residue		
BhaikṣāKā.	1	primary	residue		
ŚivaLi.	1	primary	residue		
GopāioTāU.	1	primary	residue		
NāṇārthSaṃ.	1	primary	residue		
ŚāṅknāGS.	1	primary	residue		
NṛṣiṃhoTāU.	1	primary	residue		
RaturCūKa.	1	primary	residue		
BhaViP.	1	primary	residue		
MaghDū.	1	primary	residue		
ĪśāṅŚiPa.	1	primary	residue		
Pre.	1	primary	residue		
BhārtṛNi.	1	primary	residue		
SudarU.	1	primary	residue		
MayuāMāli.	1	primary	residue		
ManuvaVi.	1	primary	residue		
VatāP.	1	primary	residue		
Rādhā.	1	primary	residue		
DaśvāC.	1	primary	residue		
AlaṅkāPa.	1	primary	residue		
Gurvī.	1	primary	residue		
Ucchvāsa.	1	primary	residue		
KhāṇḍanKhā.	1	primary	residue		
PādārthaTaNi.	1	primary	residue		
SāhiŚā.	1	primary	residue		
KāvyaS.	1	primary	residue		
SūktiRā.	1	primary	residue		
VāSū.	1	primary	residue		
CāndraVaŚū.	1	primary	residue		
CaturĀ.	1	primary	residue		
DvyaśyaKā.	1	primary	residue		
Naiṣkasi.	1	primary	residue		
KūmāPraPra.	1	primary	residue		
RaghnVa.	1	primary	residue		
ŚivārkamaDī.	1	primary	residue		
SiddhāLaSaṃ.	1	primary	residue		
Yādāvā.	1	primary	residue		
MāhāP.	1	primary	residue		
PrayāRaMā.	1	primary	residue		
ŚṛīKaC.	1	primary	residue		
